,label,title,text
72023,3,Intel Invests in New Wireless Venture,"Hoping to accelerate the deployment of a new wireless technology, Intel Corp. announced Monday it 's invested in a venture started by billionaire Craig McCaw to deliver high-speed Internet service over the airwaves."
42103,2,Not looking down at UMass,The game came about because both sides had wants and needs. Boston College wanted a fifth home game; the University of Massachusetts needed to pump revenue into its cash-strapped football program.
112857,3,Local wineries eyeing Supreme Court debate,"Though Vern Holm is just getting into the wine business, his enterprise could be greatly impacted by the overturning of a prohibition-era law."
101133,2,No. 19 Alabama Tops Alaska-Anchorage 90-55 (AP),"AP - Jermareo Davidson scored 15 of his 17 points in the first half, leading No. 19 Alabama to a 90-55 rout of Division II Alaska-Anchorage in the first round of the Great Alaska Shootout on Wednesday night."
23755,3,US Airways pilots hold emergency meeting,"Pilots at US Airways Group Inc. are slated hold an emergency meeting Friday, a few days after their union leadership rejected an airline proposal for significant wage and work-rule concessions."
52320,4,Netline Refreshes Linux Groupware (Ziff Davis),"Ziff Davis - The German company prepares to release its third version of Open-Xchange Server, which it open-sourced under the GPL in August. A supported product will be available at a price."
55732,2,"Lima shuts down St. Louis, Morris gets no offensive help",Matt Morris had every reason to believe he could dominate the Dodgers again. He 'd shut them out with a two-hitter last month -- so what if he 'd struggled down the stretch in the regular season?
40170,2,Niners' Lloyd Inactive for Seahawks Game (AP),AP - San Francisco 49ers receiver Brandon Lloyd was inactive for Sunday's game at Seattle because of a strained groin.
258,4,"Ancient Olympians Followed ""Atkins"" Diet, Scholar Says",What did the first Olympians eat? Food historians are scouring ancient texts to find out.
103202,2,No keeping up with Jones,"LOUISVILLE, Ky. -- Montrell Jones caught two touchdown passes and returned a punt for a score, and No. 7 Louisville clinched its third Conference USA championship since 2000 with a 70-7 rout of Cincinnati yesterday."
105303,3,Wal-Mart to Cut Prices After Poor Sales,"Wal-Mart Stores Inc. (WMT), the No. 1 US retailer, on Tuesday signaled it will cut prices in the weeks before Christmas after a strategy against deep discounts backfired on the first weekend of the holiday shopping season."
79143,3,"Valero to Buy Kaneb Services, Pipe Line","Valero LP (VLI.N: Quote, Profile, Research) will buy Kaneb Services LLC (KSL.N: Quote, Profile, Research) and Kaneb Pipe Line Partners LP (KPP."
115418,4,LSU hopeful O 'Keefe praised for turning NASA around,"Sean O 'Keefe, who resigned Monday as the head of NASA to pursue his application to become chancellor of Louisiana State University, is credited with helping restore the space "
90528,2,Houston vs. Indianapolis,INDIANAPOLIS (Ticker) -- David Carr would like to finally get a win against Peyton Manning and the Indianapolis Colts Sunday when the AFC South teams meet for the first time this season.
97506,3,Sirius Satellite: Making Waves,"When shock jock Howard Stern swooped into Sirius Satellite Radio, he was greeted like a conquering hero. Last month, a week after he announced on his popular morning radio show "
59962,2,Yankees Lead BoSox 1-0 in Game 2 of ALCS,"New York Yankees fans snatch up  ""who 's your daddy "" posters before game 2 of the ALCS between the New York Yankees and the Boston Red Sox in New York Wednesday, Oct. 13, 2004."
100328,3,Jobless Claims Down in Latest Week (Reuters),"Reuters - The ranks of Americans filing initial claims for jobless pay shrank by more than expected last week to 323,000, government data showed on Wednesday,\while continued claims fell to a 3-1/2 year low in more good news for the U.S. labor market."
42327,2,Hamm Argues to Keep Gymnastics Gold (AP),"AP - The future of Paul Hamm's gold medal has nothing to do with tumbles and flips, and everything to do with the judgment of three arbitrators. The Court of Arbitration for Sport held an 11 1/2-hour hearing Monday to determine whether Hamm should again be declared the winner of the Olympic gymnastics all-around competition, or the victory should go to Yang Tae-young of South Korea."
44310,4,"What 's in the Box? Radio Tags Know That, and More","BM plans to announce today that it will invest $250 million over the next five years and employ 1,000 people in a new business unit to support products and services related to sensor networks."
83738,2,New Year's their day?,"Boston College's 21-10 victory over Rutgers yesterday was the Eagles' sixth win, making them eligible for a bowl bid. It may even have put them in prime position for a New Year's Day game, even if they lose to West Virginia next week in Morgantown."
62328,3,Apple on a Roll in Q4,Apple Computer saw its shares jump 13 percent after it delivered a strong quarterly earnings report. Sales were propelled by burgeoning demand for the iPod digital-music player.
83505,1,Domestic Issues on The Front Burner,"President Bush has turned his attention to domestic policy, seeking to leave historic stamps on the graduated tax code, the health care system and Social Security, all hallmarks of Democratic rule."
92198,2,Sharapova Sinks Serena in Thrilling Final," LOS ANGELES (Reuters) - Wimbledon champion Maria Sharapova  capped her stunning year by overcoming an injured Serena  Williams, 4-6, 6-2, 6-4, in the final of the season-ending WTA  Tour Championships on Monday."
25842,1,N.Korea Says Blast Was for Hydro-Electric Project," SEOUL (Reuters) - A huge explosion in North Korea last week  was a deliberate blast to pave the way for a hydro-electric  dam, Pyongyang said Monday."
61998,2,Wizards Get a Break,"With several players suffering from minor injuries, Wizards coach Eddie Jordan decides to give the team a day off on Friday."
32928,2,Cards Honor Tillman,"The New England Patriots wins their 17th game in a row on Sunday, 23-12, over the Arizona Cardinals, but the day belonged to a fallen American patriot."
75599,3,Google Improves Local Search With Map Company Buy,"Google announced its purchase yesterday of Keyhole, a mapping company that uses satellite photographs to produce three-dimensional maps, in a move that could bolster Google 's local search capabilities."
73992,2,Arrington 's status still uncertain,"LaVar Arrington 's right knee wasn 't aggravated enough to affect his status for Sunday 's game, but apparently it will be enough to keep him out of practice."
54647,3,B &G Foods Falls Flat in Public Debut,"B &G Foods Holdings Corp. fell flat in its trading debut Thursday, and shares were nearly unchanged from their reduced opening price in Friday afternoon activity as investors mulled mixed results from two other "
91724,4,Apache Geronimo readied as Java app server (InfoWorld),"InfoWorld - LAS VEGAS -- Geronimo, the open source Java application server in development by the Apache Software Foundation, will provide a malleable technology base amenable to applications such as regulatory compliance systems, according to a technologist working on the project.  "
2829,4,Norton 's 2005 security line-up,Norton AntiVirus 2005 's claim to fame is that its Worm Protection feature borrows from firewall technology to block inbound ports so that you can protect yourself against worm attacks such as MSBlast. Its new QuickScan feature also scans your whole system ...
33206,1,Turkish Police Probe Concert Blast (AP),"AP - A grenade may have caused a blast under a police car that injured more than a dozen people in southern Turkey, officials said Monday."
116746,1,The FPJ chronicles,"Last May, he fought for the Presidency and just recently, he fought for his life. Fernando Poe, Jr. lost both fights but the ironies of ironies is that he has never been more alive now than any time in the hearts of the Filipino people."
23004,2,Nets Get Solid Return From Kidd While They Can,"Jason Kidd is back. The question now is for how long. The 34-year-old Kidd, who underwent off-season knee surgery, made his long-awaited season debut for the Nets "
11196,2,How the Brits Might Fare in Europe,"Todays Champions League draw in Monaco has again thrown-up some mouth-watering prospects for British clubs. Here, the Press Association assesses the chances of Arsenal, Celtic "
110581,2,Four Teams Advance at Champions League,"Real Madrid 's Luis Figo of Portugal, right, and Roma 's Traianos Dellas of Greece, top left, and Philippe Mexes of France reach for the ballr during their Champion 's League Group B soccer match between Roma and Real Madrid, in Rome 's Olympic stadium "
